question,answer_llm,answer_orig,document
How many tokens does each chat message add in OpenAI chat formatting?,"Each chat message adds **4 structural tokens** in OpenAI chat formatting.

Also, OpenAI adds **2 extra tokens globally** at the start of assistant response generation.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"Why does the API token count sometimes go up because of spaces, newlines, or weird Unicode?","Because the API adds its own internal chat formatting tokens, and those can be affected a bit by extra spaces, newlines, or uncommon Unicode characters in your text. Even if the visible text looks the same, these hidden formatting details can make the reported token count slightly higher.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
"If my prompt text is 320 tokens in `tiktoken`, why might OpenAI report something like 327 tokens?","OpenAI may report a higher token count because it adds internal chat-formatting tokens that aren’t part of the visible text you count with `tiktoken`.

Specifically:
- each chat message adds about **4 structural tokens**
- the API adds **2 tokens** to mark the start of assistant generation
- extra whitespace/newlines or unusual Unicode can add a bit more

So a prompt that is **320 tokens** in `tiktoken` could show up as something like **327 tokens** in OpenAI’s usage.","When using `tiktoken.encode()` to count tokens in your prompt, you might see a difference compared to OpenAI’s API response. For instance, you might get 320 tokens, while OpenAI reports 327. This is due to internal tokens added by OpenAI’s chat formatting.

Here’s what happens:

- Each message in a `chat.completions.create()` call (e.g., `{role: ""user"", content: ""...""}`) adds 4 structural tokens (role, content, separators).
- The API adds 2 tokens globally to mark the start of assistant response generation.
- Extra newlines, whitespace, or uncommon Unicode characters in your content may slightly increase the token count.

Thus, even if your visible text is 320 tokens, OpenAI may count 327 due to these internal additions.",bf0403d21b
How can I avoid exporting my API key again in every new terminal for this RAG project?,"Use **`dirdotenv`** so the API key loads automatically when you enter the project directory.

Example:

```bash
uv tool install dirdotenv

# add to ~/.bashrc or ~/.zshrc
eval ""$(dirdotenv hook bash)""   # or zsh

# in your project
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

Then you won’t need to export it in every new terminal.

If you already use it, **`direnv`** is also fine.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
What’s the easiest way to auto-load .env values when I enter a project folder?,"The easiest way is to use **`python-dotenv`** and call **`load_dotenv()`** when your app starts.

From the course context:
- Put your variables in a `.env` file
- Install `python-dotenv`
- Load them in Python with:

```python
import os
from dotenv import load_dotenv

load_dotenv()

api_key = os.getenv(""OPENAI_API_KEY"")
```

If you want them to auto-load just by entering the folder, the context doesn’t describe a shell-specific setup. I don't know.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
"Can I use direnv here, or is there a better tool that works with both .env and .envrc?","Yes — `direnv` is fine if you already use it. Create a `.envrc`, put your exports there, and run `direnv allow`.

If you want something that works with both `.env` and `.envrc`, the better tool mentioned in the course is **`dirdotenv`**. It’s like `direnv`, but more portable and supports both file types.

","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
What should I add to .gitignore so my OpenAI key doesn’t get pushed to GitHub?,"Add your key file to `.gitignore`, for example:

```gitignore
.env
```

If you store the key in a different file, add that file too, e.g.:

```gitignore
config.py
secrets.json
```

Then keep the actual API key in the ignored file so it won’t be pushed to GitHub.","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
"If I’m running a Python script, how do I load the .env file from the project root?","Use `python-dotenv` and call `load_dotenv()` in your script:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```

Then read variables with `os.getenv(...)`:

```python
import os
from dotenv import load_dotenv

load_dotenv()

api_key = os.getenv(""OPENAI_API_KEY"")
```

","Use [`dirdotenv`](https://github.com/alexeygrigorev/dirdotenv). It is like `direnv`, but works with both `.env` and `.envrc`, and is more portable across shells and operating systems.

```bash
uv tool install dirdotenv

# add this line to your ~/.bashrc or ~/.zshrc:
eval ""$(dirdotenv hook bash)""   # or zsh

# inside your project:
echo 'OPENAI_API_KEY=sk-...' > .env
echo '.env' >> .gitignore
```

After that, the key is loaded automatically when you `cd` into the project directory.

Important: always add `.env` and `.envrc` to `.gitignore` so keys never land on GitHub.

`direnv` is also fine if you already use it. In that case, create `.envrc`, add your exports there, and run `direnv allow`.

For GitHub Codespaces, use the built-in [Codespaces secrets](https://docs.github.com/en/codespaces/managing-your-codespaces/managing-your-account-specific-secrets-for-github-codespaces) instead of files in the repo.

For Python scripts, the equivalent is `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```",8b2f5e9d04
"How do I decide on weights for title, body, and other fields in minsearch without just guessing?","Use evaluation, not guesswork.

A systematic way is:

1. Build a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different weights for title, body, and other fields.
4. Compare retrieval metrics like hit rate, precision@k, recall@k, or MRR.

For small projects, trial and error can be okay, but evaluation against a ground-truth dataset is the more reliable approach.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
Is there a good way to test different field weight settings before picking one for my search engine?,"Yes — the good way is to **evaluate different weight settings against a small ground-truth dataset**.

A practical process is:

1. Create a set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weight combinations.
4. Compare metrics like **hit rate, precision@k, recall@k, or MRR**.

For small projects, trial and error can work, but **systematic evaluation is the more reliable approach**.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
"For a small RAG project, should I tune search weights by trial and error or build an eval set first?","For a small RAG project, you can tune search weights by trial and error, but the more reliable approach is to build a small eval set first.

A good process is:

1. Create a set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics like hit rate, precision@k, recall@k, or MRR.

So: trial and error is okay for a tiny project, but if you want something systematic and repeatable, build the eval set first.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
What metrics should I look at when comparing different field weights in retrieval?,"Compare field weights using retrieval metrics such as:

- hit rate
- precision@k
- recall@k
- MRR

A good approach is to test the weights against a ground-truth dataset.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
"If I want to choose better field weights, what kind of ground-truth data do I need and how do I use it?","Use a small **ground-truth dataset** made of:

1. **Representative questions**
2. A label for **which documents should be retrieved** for each question

Then use it like this:

- try different **field weight settings**
- run the retrieval for each setting
- compare metrics such as **hit rate, precision@k, recall@k, or MRR**

For small projects, you can also tune weights by trial and error, but the more reliable way is to evaluate against this ground-truth set.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
How do I get documents ready for RAG so retrieval works well?,"Prepare the data so it is **clean, structured, and easy to chunk and retrieve**.

Key steps:
- Remove noise like broken HTML, duplicate text, boilerplate, OCR errors, repeated headers/footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store it in a structured format that’s easy to process, often JSON.
- Chunk it so related context stays together.
- Keep metadata that can help with filtering or ranking later.

The goal is not just shorter text, but **better retrieval accuracy**.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
What should I clean up before chunking files for a RAG pipeline?,"Clean up the documents so they are **clean, structured, and easy to chunk**. In particular, remove:

- broken HTML
- duplicate text
- boilerplate
- OCR errors
- repeated headers and footers

Also **preserve useful context** like:

- titles
- section names
- dates
- page numbers
- speaker names
- Q&A structure

Then store the result in a structured format that’s easy to process, and chunk from there.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Do I need to keep titles, dates, and section headers when preparing data for RAG?","Yes — you should generally keep them.

The goal is not just to strip text down, but to preserve useful context for retrieval. The course recommends keeping:

- titles
- section names / headers
- dates
- page numbers
- speaker names
- Q&A structure

At the same time, remove obvious noise like duplicated headers/footers, boilerplate, broken HTML, OCR errors, and duplicate text.

So: **keep useful structure and metadata, remove noise**.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Is JSON required for storing documents before building RAG, or can I use something else?","No, JSON is not required. The course says JSON is often convenient, but it is not mandatory. You can use another structured format if it works better for your documents, as long as the data is clean, structured, and easy to chunk and retrieve.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
What kind of metadata is worth saving when I prepare source docs for RAG?,"Useful metadata to save for RAG includes things that help with filtering or ranking later, such as:

- titles
- section names
- dates
- page numbers
- speaker names
- Q&A structure

The goal is to preserve useful context, not just the raw text.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"In GitHub Codespaces, `uv` keeps saying it failed to hardlink files — should I worry, or does the install still work?","No, you usually don’t need to worry.

In GitHub Codespaces, `uv` may fail to hardlink files because it can’t hardlink between the cache and the target environment. The install still works — `uv` just falls back to copying the files.

If you want to suppress the warning in the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
Why does `uv` show a hardlink warning in Codespaces instead of just installing the packages normally?,"`uv` shows that warning because in GitHub Codespaces it sometimes cannot create **hardlinks** between its cache and the project environment. That’s a Codespaces filesystem limitation, not a real install failure.

The good news is: **the packages still install normally**. `uv` just **falls back to copying the files** instead of hardlinking them.

If you want to suppress the warning, set:

```bash
export UV_LINK_MODE=copy
```

For a persistent fix:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
How can I stop `uv` from printing the hardlink warning for just my current terminal session?,"Use:

```bash
export UV_LINK_MODE=copy
```

This suppresses the hardlink warning for just your current terminal session.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
What’s the easiest way to make `uv` always use copy mode in my shell so this warning doesn’t keep coming back?,"The easiest way is to set the environment variable in your shell startup file:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

This makes `uv` use copy mode every time you open a shell, so the warning stops coming back.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
Is there an official place to read more about this `uv` hardlink issue and the fallback behavior?,Yes — the official place to read more is the `uv` documentation: https://docs.astral.sh/uv/,"No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
"I’m getting ""dotenv is not recognized"" in my RAG setup — what package do I need to install?","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
What should I add with uv so I can use load_dotenv in Python?,"Add `python-dotenv` with uv:

```bash
uv add python-dotenv
```

Then you can use:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
"Do I need a specific library for dotenv, and what’s the install command?","Yes — use **`python-dotenv`**.

Install it with:

```bash
uv add python-dotenv
```

Or, if you’re using pip:

```bash
pip install python-dotenv
```

Then load it in Python with:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
How do I fix the error when dotenv isn’t found in Module 1?,"Install `python-dotenv` and load it before using your API key:

```bash
uv add python-dotenv
```

Then in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

If you’re in a Jupyter notebook, make sure the `.env` file is loaded before creating the OpenAI client, and confirm the variable is named exactly `OPENAI_API_KEY`.","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
"After installing the dotenv package, what import and call should I use in my script?","Use:

```python
from dotenv import load_dotenv

load_dotenv()
```

","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Is it okay to do the course on my own machine instead of using Codespaces?,"Yes. Codespaces is just the easiest way to start with the same environment, but you can run the course locally if you’re comfortable setting up Python, `uv`, Jupyter, Docker, and any other needed tools.

If you do run it locally, make sure to document your setup and keep it reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
What do I need installed if I want to work through the module locally?,"If you want to work through the module locally, you need to have **Python, `uv`, Jupyter, Docker, and any other tools needed for the module** installed.

You should also **document your setup and keep it reproducible**.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
Why does the course recommend Codespaces if local setup is allowed too?,"Because Codespaces is the easiest way to give everyone the same starting environment.

Local setup is allowed, but it requires you to install and configure the needed tools yourself, and to keep your environment reproducible. Codespaces reduces setup friction and makes it simpler to get started consistently.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I skip Codespaces and use my laptop, what should I be careful about?","If you run the course locally on your laptop, make sure you document your setup and keep your environment reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
Do I need to keep notes or something if I set up the environment myself?,"Yes — if you run the course locally, you should document your setup and keep it reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I write code in Codespaces and never commit it, does it stay saved anywhere?","Yes. Uncommitted code is saved inside the Codespaces Linux VM, but it’s not permanent, so you should commit regularly in case the codespace stops, is deleted, or gets recreated.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
"When I stop or close a Codespace, is my work still there or can it disappear?","Yes — your code is saved in the Codespaces Linux VM, so it should still be there after you stop or close the Codespace.

A few caveats:
- A **stop/start** usually keeps your repo and uncommitted changes.
- A **delete**, **recreate**, or **rebuild/new codespace** can lose uncommitted changes and any installs outside your project.
- To be safe, **commit and push your work often**.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Is the code in Codespaces stored only on the Linux VM until I commit it?,"Yes — if you do not commit it, the code is saved inside the Codespaces Linux VM.

However, you should still commit regularly, because Codespaces can stop, disconnect, or be deleted later, and uncommitted changes can be lost if the codespace is deleted or recreated.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Why do I need to commit my changes in Codespaces if the files are already saved?,"Because saving in Codespaces only stores the files inside the Codespaces Linux VM. If the codespace stops, gets disconnected, or is deleted later, uncommitted changes can be lost.

Committing and pushing your work stores it in your GitHub repository, so it’s safe even if the codespace disappears.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Can a Codespace be deleted later and take my uncommitted code with it?,"Yes. A Codespace can be deleted later, and if you haven’t committed your work, your uncommitted code can be lost with it.

The safe practice is to commit and push often, because uncommitted changes stay in the Codespace VM but are lost if the Codespace is deleted or recreated.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Why does WSL2 say the model needs more memory even though my laptop has enough RAM installed?,"WSL2 is only using a limited amount of RAM, not all the memory installed in your laptop. So even if your computer has enough total RAM, WSL2 may still report that the model needs more memory than is available to WSL.

To fix it, increase the memory allocated to WSL2 via a `.wslconfig` file in your Windows user profile, for example:

```ini
[wsl2]
memory=8GB
```

Then run:

```bash
wsl --shutdown
```

and restart WSL. You can check the available memory inside WSL with `free`.","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
How do I increase the RAM available to WSL2 on Windows so the model can run?,"Your WSL2 doesn’t use all of your Windows RAM by default. To give it more memory:

1. Create a `.wslconfig` file in your Windows user profile folder:
   `C:\Users\YourUsername\.wslconfig`

2. Add something like this:
   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL:
   ```bash
   wsl --shutdown
   ```

4. Open WSL again and check with:
   ```bash
   free
   ```

If you want, I can also help you pick a safe RAM value for your machine.","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
